41043F2D-32A6-41F0-A296-03CAD9CAB7D6 EAEF8652-7C3F-45C4-A18B-D3893B4E0E43 2025-05-17 14:51:07.440 33.60                                    00
A9B36C71-9E4D-49EE-849C-043E60351B0B 5CB89D4C-A615-48BF-BF8E-E15A2645C4AA 2024-05-31 22:30:15.380 385.05                                   11
FE2BA651-A69E-4867-A614-04403D862E74 CB45255B-0026-407C-8347-CFA36109C574 2024-11-06 21:27:14.163 338.82                                   01
A33D6036-75AD-4392-A6C4-04829024B323 0A8844F5-213D-4D4D-A3D3-A5CDC736E36B 2024-05-07 06:08:08.170 378.72                                   10
C88AC968-9F33-41B8-B11A-0492DEEA46C6 AF56A4C0-3200-46E0-9EFC-822FCB3D715C 2024-04-19 02:48:58.953 104.37                                   11
F9F0DBB8-F1AA-4DBC-825B-05746E3D602E C482B7C9-30D0-40BA-BC81-A6A836742702 2024-06-24 06:14:23.640 321.51                                   11
C2C9FF9F-3306-44B3-A792-0575EC9BEAB9 EAEF8652-7C3F-45C4-A18B-D3893B4E0E43 2025-05-17 15:07:38.767 33.60                                    00
4610D74B-0C84-4956-B168-05C7AB580445 391963D5-CD77-45F3-9FF3-BB3132CF3676 2024-07-16 05:37:52.163 190.37                                   11
2E6DF282-CEA7-4A43-9683-05C9D5ECAB07 27356A39-0DBC-4034-B169-73112A119426 2025-02-13 03:04:53.463 61.36                                    01
0BA1CEF5-028A-4EED-8F7A-062689F38067 38D00487-C0E5-44A5-BD0F-7C5010BE6951 2024-07-20 23:57:46.593 452.99                                   10
B14DF933-037B-404D-B70A-0680B7932ACB 1D84C6F2-CD3F-411D-9164-1B6E0E6C01F7 2024-10-26 00:00:57.223 339.21                                   00
038146FF-AFA9-4F2F-9DAC-068F961EBD5B 29E96013-BFCD-4565-BCE5-ABC6C9AC4E79 2024-08-29 23:55:33.830 222.67                                   11
692EBF68-7528-4B67-AF50-0692012EC049 3B97FDAF-DC80-4EFF-9E2C-BF1B3ADAC1CE 2024-09-26 03:57:04.647 23.15                                    00
EE588D6B-B513-495F-8D9C-06C70653E051 D9B6AF76-6BCE-47BC-A42E-C099B1487DC3 2024-05-12 15:09:05.190 39.43                                    10
71B45F09-6C81-47F7-B8F1-06CBBAE27CCC 2F5529C3-3C84-4C08-8856-201333564D32 2024-08-30 08:51:04.150 94.07                                    11
4F0CA1CD-BE47-4A98-9BC0-06CF3AE3943E 0810346A-078E-42EF-AFA8-F9126AA0F4BE 2024-11-09 05:09:42.593 368.82                                   11
2B2B0C86-EB7F-4150-A560-06F32631647C 3B802278-EBC8-4DC5-95EF-30D72A9E07A5 2024-07-06 14:21:57.817 116.82                                   00
F8541F9E-2EFA-47FD-AA96-071687C8452D E94FB4BF-C0F1-48AD-8327-C07509764F29 2024-09-08 03:36:26.477 324.77                                   10
01553C42-8EB1-43E1-B84A-07560545BA75 AE293861-0E23-4241-B5B6-1F97B50A17AB 2024-12-09 19:45:53.907 404.06                                   00
C79BE1EC-BF9D-4463-9D18-07A60C9E9FA1 4539843F-E315-4294-B57C-852151E2196C 2024-07-11 11:57:06.920 128.75                                   10
42159029-A0F8-408E-8E39-07C7B6766842 EE07F646-794A-4DE1-8BEB-6BF109C557EB 2024-05-24 04:12:19.487 147.14                                   00
68C9462C-0840-42C4-A1AC-07FC33EEFAA6 B7E230DD-FF23-422D-B090-5C29142BA6D3 2024-09-15 12:09:05.750 343.90                                   00
F4757BD9-2EDF-427B-8468-086E730ACE6C 84E434C6-8D6C-4DF2-A3FC-B9C89B057E45 2024-10-10 06:46:49.623 278.11                                   10
421AE7CF-F01E-410F-8211-08FDFF38D289 93D08584-A466-41F2-9418-0DF14631D988 2024-09-22 23:05:50.330 412.94                                   10
24B16E6C-DAEE-441A-B543-0921B43E4007 962CC35E-F892-4300-BDEE-F64FC5E5BD7F 2024-05-26 06:11:45.967 458.79                                   01
F8825FF4-A6E8-4EE2-8AD6-0944C3CEF2AF 5092CDF5-7505-4677-8DEE-762E37C68FD5 2024-06-27 09:00:23.977 314.98                                   11
888F9B9B-D8A2-4897-869A-09C21D311CC4 BD269FAE-A8DF-413C-9AE4-925AA46C0BDD 2024-08-13 01:11:59.840 72.98                                    00
920396BB-B19A-4ED6-9DEB-0A0DED20C43A 18F7811B-857E-40F4-B937-B35C62F708DF 2024-09-22 18:38:32.920 256.60                                   11
DD533771-FE26-44C3-A01D-0A867C01470F 4BA0546F-53F4-4A44-B8C0-3C3C87A9291C 2024-08-10 07:10:52.307 362.97                                   10
CE1041FC-07E3-4F2C-9388-0A917D6737B2 FE31A229-A6E2-4E21-9DCC-EC95BF8A9812 2024-08-08 08:51:11.630 192.45                                   10
73317F6B-F2EC-4A52-A886-0B3D2062A435 B3EB08DA-98B5-410B-AE7B-DE5AC6E611C8 2025-02-13 10:02:33.807 382.84                                   01
F64AA371-5006-4FF5-B3F1-0BB432AD3876 80730145-AA6A-4196-AA5E-75C7DE1BA744 2024-09-19 17:13:25.613 478.68                                   00
6CA8C1D8-15F4-40DD-A621-0BF98F83EBEE 01D400B7-F4D9-4C54-90A3-90249515827D 2024-04-25 19:57:06.550 392.80                                   01
E75F22B5-FF1C-4BDB-8350-0C13108CF5D4 EAEF8652-7C3F-45C4-A18B-D3893B4E0E43 2025-05-17 15:06:20.497 33.60                                    00
575330BB-143B-4FAD-B076-0C48C51029EA C99B41D3-A012-423B-8160-A133BE322E6D 2024-09-18 14:11:33.517 244.57                                   11
B17CCF8F-C399-4533-8974-0C70A41CBCEE 26EC7082-434B-4701-982B-C19FF20C2739 2024-12-20 00:01:36.843 381.96                                   11
75FB234F-39D0-49D4-ABD7-0C8ED00CCB03 56C65424-9779-4392-9CB0-5F9C45AC06D3 2024-08-13 00:10:19.317 283.59                                   10
C430C5D2-7F3D-429D-93DB-0CAEA0EB5672 3F456580-1B29-4113-BCB3-1F468FB15D0F 2024-05-13 06:20:02.113 388.72                                   11
499B666E-6D3A-41DB-8748-0CDA55DEF483 63A948B1-B373-444E-A7EB-C81658B94C01 2024-10-19 23:29:50.057 63.65                                    00
5B808738-67EF-45C9-A9A9-0D44BF4F9E40 8FB87E5E-EC17-4740-B3CF-E6C85E71FAA5 2024-05-22 17:39:28.883 175.92                                   10
BEA93E2F-B328-4D6B-9B12-0DAF1D7EEDD7 AA532421-089B-44D4-9DB7-1C3096D6F2DB 2025-03-15 10:12:12.990 342.47                                   00
A638611A-9D2B-4E30-864D-0DC573CB9FA5 84E434C6-8D6C-4DF2-A3FC-B9C89B057E45 2024-06-10 12:30:33.523 362.07                                   10
357920B2-7BB0-41A7-B2DD-0E1AC16660B8 56E9E1DB-490D-46FE-9DE4-E9D9D3180C75 2024-05-14 13:09:43.097 107.58                                   01
71F6E961-FCC2-41A0-892C-0E31C1039D1D C41A0A48-D00A-4CD6-97A6-A12A82488B20 2024-07-09 21:31:13.177 305.60                                   11
BE374E9D-AA7A-4AE1-AECA-0EBA4F360E2C 9D4BEDD0-29D9-448E-99AD-26BA372AB623 2024-05-08 17:08:52.470 305.27                                   01
826D7DFE-CF9A-473D-B51B-0EC11019CC1A E2D07A89-85B5-48DD-ADCD-053D5BDD6F8D 2024-07-13 07:04:59.047 179.30                                   11
85F79B0D-BA42-46FB-AFBA-0ECFD273D9C8 5BBAD9D4-44FF-4BF8-93CF-9C66A78CCA1A 2024-06-26 11:34:51.510 436.94                                   01
2ABF7A90-911D-4C94-81D8-0F40651F33CD 70897791-05C1-4046-81B3-CD9165E8ACBE 2024-11-04 05:42:14.643 315.23                                   01
04F35926-1873-4B70-B5D3-0F7CE47BE182 FC4BFC98-E48E-4367-B4DA-0C234B74F984 2025-01-27 13:37:54.883 279.52                                   11
2E3B9C68-2D1E-4E9D-8A25-0F936291C118 4051E1F6-E662-4ACF-A493-D321866A11B1 2024-06-25 06:40:11.763 22.05                                    01
55D4576F-8C73-4F44-8FE7-0FBB1ACEA9A0 4606F623-6254-4684-AE99-16248BC810D2 2024-12-08 01:42:27.710 332.35                                   11
3C54B045-FFA6-4692-9F02-0FD49F273049 8FF5F966-7683-4CDD-8CA9-B13D66D56ADC 2024-12-15 00:11:23.160 324.05                                   10
407BC939-250F-43C7-81DF-0FE47F5FD666 8795F5B9-6954-4DB5-A763-61D1B41F14F6 2025-03-21 18:33:19.740 48.31                                    11
2AA385BA-6DF0-4D28-B090-10792B692E3B CC02077A-65B6-4927-B2CD-DD28DE0964AE 2024-04-27 02:57:29.147 323.24                                   01
B3A40719-1066-4A15-91D7-1080FDC15D5E F439E248-1E03-42A6-A16B-E9ED6A0DAA16 2024-06-24 03:21:37.463 332.01                                   01
330CA63D-8C14-41C5-B982-10AC92AAFD6C 34BD391D-1D43-4E7F-B8E3-364BE3AC8E1F 2024-10-08 17:46:49.283 350.24                                   01
64515E08-84E1-4057-A231-1112C90912AB 97B14021-A507-4BB6-952D-043BCBF0CF2D 2024-06-01 08:09:12.743 27.85                                    11
847B8CEC-E517-40D6-8C41-115CFCFD0EB1 7A973324-44B1-41B0-B24D-ADC4CB30055A 2024-05-16 05:55:41.417 51.01                                    11
51500A91-0108-4026-B561-11603EE67441 BE1D25C7-B8A5-4DC8-BE39-FF82E15C7F4B 2024-12-18 10:44:04.050 22.93                                    10
19D3EA30-1BCB-4147-9FC4-118FA4155917 3678A5A4-9530-4E8E-9FB6-14A78DBF3FCB 2024-11-15 12:35:07.420 203.66                                   00
6C381AEC-8361-4766-BCFD-11916941024B 371364FF-C80D-41D1-B65C-7648F68F5FE8 2024-04-04 07:48:21.550 460.75                                   01
642341BA-9CB6-4D66-9D39-11930DE4BCEC A769A83C-66E9-417D-A499-EC2E9ED50E53 2024-04-09 05:58:37.713 388.83                                   00
09E2241F-C656-4E7D-9CFA-120AE360AF46 F45DAC00-E17D-4480-A1EC-0D0A408397CB 2024-10-08 13:18:14.600 132.64                                   11
6A5043E0-3756-40E7-BD9B-120B890B4F51 0F3E6761-E1BF-4D50-A534-2DF626F20565 2024-08-30 20:30:25.953 27.62                                    10
7C6360A4-C6AA-4367-AA7C-124559E377F8 84E434C6-8D6C-4DF2-A3FC-B9C89B057E45 2024-09-14 10:29:45.700 277.26                                   01
F8A8DE1D-287B-4C64-8D23-1296C1C6978B D9B9E453-FF5F-488A-A06C-BD10A610CD99 2024-06-03 15:17:33.390 371.84                                   10
3713A599-788A-4DE9-8E0C-129D52EFED25 D3C94691-4D22-4372-8989-14CC19F344DE 2024-09-27 12:16:26.460 430.10                                   01
9E1FED3F-70EF-41ED-BEA7-12B28A5D90BF 9201EB68-DF27-4966-96E8-DF6C7C181249 2024-05-10 23:21:00.223 483.07                                   10
A17D8096-9E16-43F8-833B-12BBD6E0AE15 BCAA13C9-1DE7-433B-8F7B-1151A309D3DA 2024-10-17 05:01:40.373 458.07                                   10
B116562F-E9E6-4A9C-9A35-1373818BAE37 7B90C198-4F67-45EF-BB13-6DA999EAD573 2025-01-20 21:25:50.730 336.65                                   00
DD5E765C-27E4-4184-A4DC-13F71F3DDAAE 92917DCF-3D0C-4AA2-A610-887EC6F5AE20 2025-03-05 10:17:40.690 50.51                                    10
E3E3EDBE-091C-451F-9F9F-1452A924D13B E6F0F022-DA30-459A-B4FA-3D02EC41AD0F 2024-08-09 10:33:59.763 35.26                                    01
A46BE26B-F88C-4108-9961-1460F1CF84A1 21927CF8-2F9E-4F09-844B-98175DE5FA0C 2025-03-03 18:43:51.663 56.39                                    11
80D2D186-514A-42D2-B05E-15215CCC8058 542F652B-BF81-4B85-8DF6-D1705CCFA4BB 2024-06-09 19:50:04.537 60.02                                    11
B033A685-BEB5-478A-BE2D-1590E35B8FDA C2CDE3E2-91F0-4E78-B8C3-A665C0580F0F 2024-04-14 02:23:03.560 76.25                                    10
1C830B15-389B-4C4E-AE40-159B5485BEE0 17D370F4-8F9D-4358-9272-BF6FD5527AD2 2024-06-27 21:08:48.693 468.89                                   01
0A9B36A9-3B06-4A58-BC20-15D4450197FB 59B24171-5E89-4FF4-98C3-7443A015819C 2024-09-05 10:01:26.110 162.58                                   01
2D3500BD-BCC0-4661-8B10-1683ECE2DEDD 0AD2E163-9025-4260-AE67-9C3EACF959E1 2024-05-13 07:19:23.693 349.12                                   10
5F5DDAC3-42C8-4B73-A95A-171A36D52AED 6EE1E00B-44B9-411E-A121-B7792A90141E 2024-04-25 04:15:02.323 496.70                                   01
CD6601EA-1843-4269-B8FC-1734DD3CEF7F C4059F3E-3B11-4805-B7DC-1FB7805603E3 2024-05-14 16:50:10.163 272.79                                   00
70ED905A-7EC9-4323-AD82-173F865AA28F A2EF5591-77B6-4F6C-B0A6-4DB7E762A7BA 2025-01-20 08:25:10.560 37.40                                    10
1CE74EB1-F17F-47AA-9D45-176803A3A424 D7997604-1B22-48DF-9E1C-7A64F7372269 2025-03-06 08:00:40.873 305.09                                   10
C4BA3CC1-428C-4B09-A8D2-18002EDD35B1 F06D71E4-3B56-4B5A-8174-83933B187E6E 2025-01-01 01:29:03.880 420.49                                   00
A471FD3C-6779-4E7A-945F-1860FBB9B76B A40149D0-F6A0-4A9D-9907-B04EED2E8F60 2024-04-10 20:56:28.363 401.67                                   00
D270E2F2-9E08-420C-B821-18C093EA7BA3 28F8E697-15C4-4F83-B7CF-3841986F50C0 2024-08-04 08:29:21.403 308.78                                   01
43725E2B-1AD3-412F-AEF8-18D4808E3CB8 1349B0F0-AAA4-4501-88AF-FE7A58957773 2024-08-04 07:39:26.047 77.32                                    10
7CAFEA84-DD63-4D1B-B753-1924BB8CF946 2CAED713-C089-4EF2-B8F7-F50D2E505285 2024-08-07 23:01:07.350 102.93                                   00
9E410B05-8AA1-4D09-B517-1976D942E716 06D17ADD-14A5-45B3-81C1-7F24CA60187F 2025-01-16 22:39:09.337 455.91                                   00
E57E4FAC-197D-4F21-A8F8-19D39A1CB98B 540F8070-32CD-453B-8DD9-56CCE29CECA3 2024-07-30 19:35:40.100 207.80                                   00
63A5CFBC-9F7A-4087-8F43-1A5AF9388B4B 0021262B-4205-4D82-8B85-5179ED61DE59 2024-11-29 20:11:45.873 360.74                                   01
43C7127B-9C80-413B-A0FC-1A7B8C68C51D 9BEFFE3C-CB39-4F5A-8130-E1ED38CFA3B1 2025-03-09 22:26:38.203 378.27                                   00
CCD0F82E-F998-418B-9E87-1C540E316D69 B9979A12-CDAF-4158-9513-18A90E56B9A1 2025-02-08 19:45:24.130 219.05                                   10
B203DFB1-01EB-4A85-80E7-1C78289138EC ED563D5F-B6F9-4305-9CD6-3C209AB29156 2024-08-19 07:52:20.803 356.84                                   11
2A2A8C05-DF38-4AFD-A037-1CB895348F7E 17BA7ED1-02F0-404A-A40E-6A4523DD1145 2024-10-08 16:39:06.507 250.17                                   11
B7C5EBF9-1DB7-4654-997B-1CD56C7DCA5E 0E02A348-B13F-45AD-A1B6-7C5054F34F83 2025-02-03 13:05:22.007 181.77                                   00
BBC6F1F0-0D17-4B3A-98B1-1D206B7766B2 3564A739-E7BC-4A5D-A39A-916948E4D714 2024-10-28 02:04:51.940 454.05                                   11
5598E04E-DB00-4262-9A7C-1D20BCE715DF 06D6B51D-DBA3-4B23-A10A-FB4015205A56 2025-02-23 16:05:04.137 285.81                                   00
E0FF93A0-2438-45EA-A14C-1D48C9420285 1ADCF8AD-8BE4-483F-956A-2A34F754BEB9 2024-05-25 02:32:18.903 475.55                                   10
91FE245D-576E-4D0A-8BA1-1D4EBD82F1E4 2F465066-DC73-4901-8D04-9BE8AE00F2CF 2024-04-13 12:11:37.120 14.45                                    01
964E517E-A2CD-443E-97EB-1DCA55ECCC72 6E223AF9-8505-484C-85B2-D27DCE021A6E 2024-04-18 20:08:37.533 266.25                                   10
B940BFD1-5B9B-4ED2-90F0-1DD4F01E116C FAAC1E34-0F2E-4552-BAE0-DD8B18F9B644 2024-12-30 04:58:22.550 169.00                                   10
7C013FA4-8071-42BF-933C-1E7273150291 B6695E66-81D2-48F8-8B0A-FB6CC86CF3C8 2024-08-15 07:49:16.327 45.53                                    10
F74422E2-A841-4BAA-AC7A-1E86D78FFE96 17AD3B17-D1B1-4C50-84C0-1FED8AB2D9BF 2024-04-03 16:33:44.790 462.54                                   00
407FC238-E005-43A5-8D05-1F4D9CC46A9E 3BEED655-DF70-4D07-B119-DB680D022B72 2024-04-18 02:00:09.300 68.02                                    11
D7E3A260-46EC-4E64-9CE1-1F8B3072ED8D 9201EB68-DF27-4966-96E8-DF6C7C181249 2025-01-26 16:57:27.913 47.86                                    10
2D8A556D-164F-485F-8A4F-20133C249F8A 093ADAA3-CC2C-4D9D-BC13-873AF28B012D 2024-04-28 00:41:04.667 459.66                                   11
6D99FEB5-31B5-49E6-ACF9-208481DB3B9B 2916807C-3763-45A4-9727-487C49DD82D4 2025-03-23 14:53:53.727 11.36                                    10
8F11F55B-9B2C-40E4-87D8-20A72D480BD8 CC615C70-24A7-4C6E-9036-0EFDF5B960DE 2024-09-20 21:48:32.630 129.67                                   11
5DBF23EF-1389-42A4-86A4-20CB070E9DBC 47C64945-A098-4FE5-8EE7-D70EDC7A0981 2024-07-10 11:44:31.620 412.55                                   01
F57AD3BD-1FCC-4F88-A968-20F4C1987DA4 F756D438-609F-4CD9-8EB3-146A104939C0 2024-04-23 23:18:27.930 97.37                                    10
841FF1AD-0173-411B-9D2C-213BFAF508A4 61ECD4EE-B9B0-4E78-A5E8-5167BBC7F643 2025-03-14 11:26:03.960 287.18                                   11
D20DE3F1-4CD5-4327-AE69-21676BD08DC1 54798DA8-3AB9-42B3-81FB-EB564D0AE49A 2024-08-08 09:11:15.673 92.40                                    10
1193C188-E239-46E8-9134-2185B6433B9B C6FDB213-16DE-4412-AF5F-B833BB7BC8E8 2024-07-21 21:25:32.693 64.55                                    01
DE472460-8764-43A6-9714-218D36864C52 0C45DDDB-B681-4E77-919B-1E9298711F0D 2024-12-29 15:09:33.000 46.13                                    01
E15D14B3-19A0-49FA-A5F8-21968285BB30 1D910F37-C346-479F-BDB4-A4FF8D6C202C 2024-11-20 02:53:13.843 29.75                                    11
CC61CA14-5E40-4840-A7F7-21A107E1BEF3 688B7532-434B-4572-8238-7378143E6839 2024-04-28 04:20:30.567 83.23                                    01
97515802-9152-4012-83C3-21C7A232B74F 3654C03D-A834-496E-8035-DDB6DCDEAF30 2025-01-11 00:57:12.293 412.15                                   11
9715B407-6F69-4DB4-91A7-21FB8FB0041F 14B458DE-B8B2-4F6C-8E54-B84EFBC07B66 2024-12-04 14:22:07.960 239.58                                   10
DAC97137-A769-4A75-9F1B-228E243AF9B3 D00AC768-FEAB-4BB0-85F5-B434473B4DB2 2024-12-07 17:59:18.773 108.77                                   01
A425FD2E-782E-479F-B4B4-22EF41A1C25F D25C3687-DD51-4B77-92E2-0284CCE067F8 2024-09-18 20:43:04.160 447.44                                   00
23F44CD6-3C23-415D-ADC7-235FC66A48E6 97B14021-A507-4BB6-952D-043BCBF0CF2D 2024-12-26 13:07:48.783 269.95                                   10
71CC88D0-250F-4F38-9056-23AB24FA702B C037DC62-6E58-4332-80AB-1C63012925C7 2024-08-10 05:32:58.463 138.49                                   11
1CE481E9-4AA4-4997-8282-23D71FCCC837 91E185E4-0207-4358-9809-58B065F60568 2025-03-13 12:36:08.803 111.83                                   00
A3CDC842-D7F8-4CDD-BE97-2420EFCDAACA 11712737-F6C7-41E0-B461-16943047FDBA 2024-10-06 03:25:58.947 452.86                                   00
3B578CE9-600D-4FB7-AD3B-248FE77954B3 0DB6EA5F-5A42-411C-883F-38BFDAB6F8EC 2024-07-26 17:25:14.560 472.68                                   11
474C961C-6DD8-4453-8814-24BC6AA4E980 E94FB4BF-C0F1-48AD-8327-C07509764F29 2024-06-15 00:20:29.420 126.58                                   01
1A055CBB-B89D-4436-8C04-24CA980580D3 61000622-746F-475A-951F-B556EBCED17F 2024-05-14 05:45:40.450 427.46                                   10
BD3981D7-9932-4E43-BECC-25048A66C192 7810EAC0-1884-4F2B-99E6-631115AC7FE1 2025-02-11 21:55:44.690 491.54                                   10
9D9E458C-9FD7-46F5-8307-2513E6057461 C55C13D5-B8F2-4D36-B3C5-7C8A5D05826C 2024-11-26 11:12:18.640 291.93                                   10
DCACD4FA-44D0-49AF-970C-25D3B91871B3 FC5D9AB4-180E-46F6-82B0-9772D8B45F7E 2025-01-15 08:51:28.633 233.34                                   11
2BAC4A5C-B054-422B-A42F-26187ABA539B 7B90C198-4F67-45EF-BB13-6DA999EAD573 2024-12-01 15:42:16.830 279.76                                   00
6B7B500B-9C5A-4E7C-A7F2-265D4F10DCE5 2BA7C2AA-073A-4DA1-A199-0142200938F5 2024-06-04 02:48:21.197 233.05                                   01
B47D2C4E-AAD8-4F6A-A296-26A15F64EBD3 392C29D6-DCD0-45FF-B3A7-545793FA330D 2025-01-22 05:29:51.480 413.47                                   11
3255BACD-32DB-44ED-B583-26B28EC327DE D9B6AF76-6BCE-47BC-A42E-C099B1487DC3 2024-04-04 04:33:10.513 66.54                                    10
B3F1791E-AA97-4C37-AD40-26CA8E3339E5 182270DF-DB10-428E-9804-2B2046BADB7E 2025-03-01 08:45:09.543 393.72                                   00
424E8C96-40CF-4E3F-911B-26DDA773F8F9 CB8937C0-9825-4BBA-8744-F683595EDA76 2024-11-21 15:22:29.803 135.20                                   11
28E3A350-7C92-4C4A-9BAA-271254298FDF A5E8F6E0-9E0A-4CF9-ACB7-7F287E686B2C 2025-03-18 05:02:27.617 129.53                                   11
0505284C-2141-4A28-9150-278729E378BF 4367F123-A78D-4500-AB80-20DF97B03DDE 2025-01-01 09:16:11.567 26.57                                    10
7ED4B37F-DAF3-4E67-B275-27B281E66892 A2EF5591-77B6-4F6C-B0A6-4DB7E762A7BA 2024-10-12 02:48:26.353 363.00                                   10
0B1DCE3D-F4FF-4B24-B3A0-27B54710ECE7 BFA9E675-9632-4704-94B7-F2083F385B6F 2024-07-21 10:08:24.803 464.57                                   00
BC7CC191-1A93-483C-B448-27CFEC47C7F1 10C1A252-9455-4B3E-BF32-6E669E6DCC44 2025-02-12 00:43:24.490 271.36                                   00
D5CA8A77-B072-48AE-B745-27FB40E3454C 3C6B4284-8695-4B3E-9D3F-B297077A76FF 2024-08-18 19:25:51.260 426.92                                   00
5A2476F9-0DC0-48AE-B1DC-27FEF0E96345 0A599B7E-F2FD-4CFE-9A39-5BDF6C0E3111 2025-01-02 21:26:46.207 296.00                                   00
9C8A0756-0A95-47F2-85E2-284D76B677C4 61000622-746F-475A-951F-B556EBCED17F 2024-10-09 19:19:38.627 313.95                                   00
AD69FDEA-89B6-407C-A157-28B0059AEEAA 09D420E0-F90C-4704-B942-968129167ACF 2025-03-06 20:48:26.073 392.64                                   01
881D710F-B383-4A63-B7E0-28F03EDB186F D7B673E3-D429-47D2-BF4B-5A096EAB4F05 2024-08-25 09:15:57.160 153.08                                   01
11900222-9228-45B6-8565-2903A607CD1B 73729C0F-1E0A-444C-AB18-2B58C6C95296 2024-10-07 11:33:15.843 362.89                                   11
36320E3F-9CDA-488F-BEB0-2990C120623B 849020F8-1A33-456A-89F5-1B452D9AE869 2024-11-15 13:41:21.980 393.18                                   00
C12259EF-A65D-4CD3-A688-29B95D0F137A E7BB0C2D-E74D-4D3F-8B58-4906DF0C048F 2024-09-22 22:12:48.470 131.89                                   11
B3FE00B9-15B2-478C-BE06-29FF90CB6B23 DE431F39-A7C2-44DF-A8B6-10E2E27A25CC 2024-08-03 17:39:01.480 35.18                                    10
2E999E34-0658-4B66-B8EA-2A13C0DEDD69 98568B9F-2677-4C03-B777-CC211B35ACEA 2024-12-08 22:42:57.607 51.20                                    01
DD8AFFE5-3345-46F8-A1F0-2A520E55240C 84665270-161E-431A-B7B9-90D207005B1D 2024-05-13 08:06:49.697 381.57                                   01
4549E781-3667-4A5F-931E-2B80ED82F293 44ADC806-69D3-464C-88FB-49ADB9779A6B 2025-03-29 16:09:41.407 37.53                                    10
8FB340DB-F1D6-4DAC-9160-2BB16D8C1FF7 14922D4A-D8AF-46CB-BB42-9CB994BCE215 2024-06-30 09:11:09.087 437.62                                   01
DD20536D-467F-46ED-8138-2BBA06F8362B 788060E7-3D81-4B5F-BFD7-C1957D3B25BE 2024-10-26 12:49:32.073 322.73                                   01
30F18DA2-7708-41F5-B4B3-2BDE5885DFDD 6BF84092-EB64-4D21-AD0F-D21CFE70D99A 2025-02-11 17:46:25.353 268.94                                   00
C4296571-D807-47C6-BAD9-2C043239D389 42CC8257-CCDA-4EC5-9CC4-F5F11C432AFB 2024-10-30 12:48:54.373 355.99                                   01
933F6093-B1F0-4DCF-B6CD-2C3F5E2D713F 24DF46DA-75DE-4CA0-A8B2-1549FD820B5D 2024-11-15 17:58:50.343 126.59                                   00
EA9C6854-F0AF-43DA-905C-2C5300AEA33F 7720A4F8-7A9F-4D88-8E08-19D5C11BF0C8 2024-06-01 18:40:39.200 106.70                                   11
EB581E1F-DCEE-4C14-A94E-2C5D835BBACB C833F2CC-0B23-4BF3-B57F-36C7F756B3DF 2024-10-21 04:03:50.803 488.34                                   11
